ID,Name,Manufacturer,Socket,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,PCI-E x16 Slots,PCI-E x8 Slots,PCI-E x4 Slots,PCI-E x1 Slots,PCI Slots,M.1 Slot1,M.2 Slot2,M.2 Slot3,M.2 Slot4,M.2 Slot5,mSATA Slots,Onboard Ethernet,SATA 6 Gb/s,Onboard Video,USB 2.0,USB 3.2 Gen 1,USB 3.2 Gen 2,USB 3.2 Gen 2x2,Supports ECC,Wireless Networking,RAID Support,Class
M356,Gigabyte Z370 AORUS Gaming 3 (rev. 1.0) ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z370,64,DDR4,2,0,0,4,0,0,2242/2260/2280/22110 M-key,2242/2260/2280 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,1,1,0,No,None,Yes,
M357,Gigabyte Z370 HD3 (rev. 1.0) ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z370,64,DDR4,4,3,0,0,3,0,2242/2260/2280/22110 M-key,None,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M358,Gigabyte Z370P D3 ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z370,64,DDR4,4,3,0,0,3,0,2242/2260/2280/22110 M-key,None,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,1,1,0,0,No,None,Yes,
M359,MSI Z370 GAMING PRO CARBON ATX LGA1151,MSI,LGA 1151,ATX,Intel Z370,64,DDR4,4,3,0,0,3,0,2242/2260/2280/22110 M-key,2242/2260/2280 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M360,MSI Z370 GAMING PLUS ATX LGA1151,MSI,LGA 1151,ATX,Intel Z370,64,DDR4,4,2,0,0,4,0,2242/2260/2280/22110 M-key,None,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M361,MSI Z370M MORTAR Micro ATX LGA1151,MSI,LGA 1151,Micro ATX,Intel Z370,64,DDR4,4,2,0,0,2,0,2242/2260/2280 M-key,2280 M-key,None,None,None,0,1 x 1000 Mbit/s,4,Depends on CPU,2,2,0,0,No,None,Yes,
M362,MSI Z370-A PRO ATX LGA1151,MSI,LGA 1151,ATX,Intel Z370,64,DDR4,4,2,0,0,4,0,2242/2260/2280/22110 M-key,None,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M363,ASRock Z390 Phantom Gaming 9 ATX LGA1151,ASRock,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,2,0,2230/2242/2260/2280 M-key,2230/2242/2260/2280/22110 M-key,2230/2242/2260/2280/22110 M-key,None,None,0,2 x 1000 Mbit/s,6,Depends on CPU,2,2,1,0,No,Wi-Fi 5,Yes,
M364,ASRock Z390 Pro4 ATX LGA1151,ASRock,LGA 1151,ATX,Intel Z390,128,DDR4,4,2,0,0,3,0,2230/2242/2260/2280 M-key,2230 E-key,2230/2242/2260/2280/22110 M-key,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M365,ASRock Z390 Taichi ATX LGA1151,ASRock,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,2,0,2242/2260/2280 M-key,2242/2260/2280/22110 M-key,2242/2260/2280/22110 M-key,2230 E-key,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,1,0,No,Wi-Fi 5,Yes,
M366,ASRock Z390 Extreme4 ATX LGA1151,ASRock,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2230/2242/2260/2280 M-key,2230/2242/2260/2280/22110 M-key,2230 E-key,None,None,0,1 x 1000 Mbit/s,8,Depends on CPU,2,2,1,0,No,None,Yes,
M367,Asus PRIME Z390-A ATX LGA1151,Asus,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2242/2260/2280 M-key,2242/2260/2280/22110 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,3,1,1,0,No,None,Yes,
M368,Asus ROG MAXIMUS XI APEX ATX LGA1151,Asus,LGA 1151,ATX,Intel Z390,64,DDR4,2,3,0,0,1,0,2242/2260/2280/22110 M-key,2242/2260/2280/22110 M-key,None,None,None,0,2 x 1000 Mbit/s,6,Depends on CPU,2,2,1,0,No,Wi-Fi 5,Yes,
M369,Asus ROG STRIX Z390-E GAMING ATX LGA1151,Asus,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2242/2260/2280 M-key,2242/2260/2280/22110 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,1,1,0,No,Wi-Fi 5,Yes,
M370,Asus TUF Z390-PLUS GAMING ATX LGA1151,Asus,LGA 1151,ATX,Intel Z390,128,DDR4,4,2,0,0,4,0,2242/2260/2280 M-key,2242/2260/2280/22110 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M371,Gigabyte Z390 GAMING X ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z390,128,DDR4,4,2,0,0,4,0,2242/2260/2280/22110 M-key,2242/2260/2280 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,1,1,0,0,No,None,Yes,
M372,Gigabyte Z390 AORUS PRO WIFI ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2242/2260/2280/22110 M-key,2242/2260/2280 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,1,1,0,No,Wi-Fi 5,Yes,
M373,Gigabyte Z390 UD ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2230/2242/2260/2280/22110 M-key,None,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,1,1,0,0,No,None,Yes,
M374,Gigabyte Z390 AORUS ELITE ATX LGA1151,Gigabyte,LGA 1151,ATX,Intel Z390,128,DDR4,4,2,0,0,4,0,2242/2260/2280/22110 M-key,2242/2260/2280 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,1,1,0,No,None,Yes,
M375,MSI Z390-A PRO ATX LGA1151,MSI,LGA 1151,ATX,Intel Z390,128,DDR4,4,2,0,0,4,0,2242/2260/2280/22110 M-key,2230 E-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M376,MSI MPG Z390 GAMING EDGE AC ATX LGA1151 ,MSI,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2242/2260/2280/22110 M-key,2242/2260/2280/22110 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,1,0,No,Wi-Fi 5,Yes,
M377,MSI MPG Z390 GAMING PLUS ATX LGA1151,MSI,LGA 1151,ATX,Intel Z390,128,DDR4,4,2,0,0,4,0,2242/2260/2280/22110 M-key,2230 M-key,2242/2260/2280 M-key,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,0,0,No,None,Yes,
M378,MSI MPG Z390 GAMING PRO CARBON ATX LGA1151 ,MSI,LGA 1151,ATX,Intel Z390,128,DDR4,4,3,0,0,3,0,2242/2260/2280/22110 M-key,2242/2260/2280/22110 M-key,None,None,None,0,1 x 1000 Mbit/s,6,Depends on CPU,2,2,1,0,No,None,Yes,
